img_path,task,activity,id,F,O,T,E,R,C,name
../data/outputs/test1/activity2b/b5b5f-79207.jpg,bookleta,activity2b,b5b5f-79207,1.0,0.0,0.0,3.0,0.0,0,yawn
../data/outputs/test1/activity2b/b5b5f-79277.jpg,bookleta,activity2b,b5b5f-79277,1.0,1.0,1.0,0.0,0.0,0,ask no questions
../data/outputs/test1/activity2b/b5b5f-80188.jpg,bookleta,activity2b,b5b5f-80188,1.0,0.0,1.0,6.0,0.0,0,a stick girl
../data/outputs/test1/activity2b/b5b5f-80287.jpg,bookleta,activity2b,b5b5f-80287,,,,,,,secret to freedom
../data/outputs/test1/activity2b/bb3e3-RD-AM-4811.jpg,bookleta,activity2b,bb3e3-RD-AM-4811,,1.0,1.0,2.0,2.0,1,devining
../data/outputs/test1/activity2b/bb3e3-RD-AR-4811.jpg,bookleta,activity2b,bb3e3-RD-AR-4811,,1.0,0.0,0.0,2.0,1,
../data/outputs/test1/activity2b/bb3e3-RD-FM-4811.jpg,bookleta,activity2b,bb3e3-RD-FM-4811,1.0,1.0,2.0,0.0,2.0,1,two many roads
../data/outputs/test1/activity2b/bb3e3-RD-KW-4811.jpg,bookleta,activity2b,bb3e3-RD-KW-4811,,,,,,,
../data/outputs/test1/activity2b/bb3e3-RD-SL-4811.jpg,bookleta,activity2b,bb3e3-RD-SL-4811,1.0,,,,,,slingshot
../data/outputs/test1/activity2b/bcb6d-66091.jpg,bookleta,activity2b,bcb6d-66091,1.0,0.0,3.0,4.0,0.0,1,angry stickman
../data/outputs/test1/activity2b/bcb6d-66158.jpg,bookleta,activity2b,bcb6d-66158,1.0,1.0,3.0,12.0,1.0,2,sale
../data/outputs/test1/activity2b/bcb6d-69886.jpg,bookleta,activity2b,bcb6d-69886,,,,,,,
../data/outputs/test1/activity2b/bcb6d-71024.jpg,bookleta,activity2b,bcb6d-71024,1.0,0.0,0.0,4.0,2.0,0,sling shot
../data/outputs/test1/activity2b/bcb6d-71559.jpg,bookleta,activity2b,bcb6d-71559,1.0,1.0,2.0,6.0,1.0,2,side soup
../data/outputs/test1/activity2b/bcb6d-72978.jpg,bookleta,activity2b,bcb6d-72978,1.0,0.0,0.0,2.0,2.0,0,slingshot
../data/outputs/test1/activity2b/bcb6d-73331.jpg,bookleta,activity2b,bcb6d-73331,1.0,0.0,3.0,0.0,2.0,0,x
../data/outputs/test1/activity2b/bcb6d-74052.jpg,bookleta,activity2b,bcb6d-74052,1.0,1.0,0.0,2.0,2.0,0,branch
../data/outputs/test1/activity2b/bcb6d-74221.jpg,bookleta,activity2b,bcb6d-74221,1.0,0.0,3.0,15.0,2.0,1,just wanna be love
../data/outputs/test1/activity2b/bcb6d-74311.jpg,bookleta,activity2b,bcb6d-74311,1.0,1.0,3.0,10.0,1.0,2,the fruit of knowledge
../data/outputs/test1/activity2b/bcb6d-74317.jpg,bookleta,activity2b,bcb6d-74317,1.0,1.0,3.0,2.0,7.0,2,good night
../data/outputs/test1/activity2b/bcb6d-74668.jpg,bookleta,activity2b,bcb6d-74668,1.0,0.0,3.0,10.0,2.0,1,thinking outside the box
../data/outputs/test1/activity2b/bcb6d-75830.jpg,bookleta,activity2b,bcb6d-75830,1.0,1.0,3.0,4.0,1.0,1,marshmellow
../data/outputs/test1/activity2b/bcb6d-76049.jpg,bookleta,activity2b,bcb6d-76049,1.0,1.0,2.0,0.0,0.0,1,sideways
../data/outputs/test1/activity2b/bcb6d-76895.jpg,bookleta,activity2b,bcb6d-76895,1.0,1.0,0.0,0.0,0.0,0,shape
../data/outputs/test1/activity2b/bcb6d-77017.jpg,bookleta,activity2b,bcb6d-77017,1.0,1.0,2.0,0.0,0.0,2,a 30
../data/outputs/test1/activity2b/c433b-34179.jpg,bookleta,activity2b,c433b-34179,1.0,1.0,1.0,6.0,2.0,2,horse head
../data/outputs/test1/activity2b/c433b-73874.jpg,bookleta,activity2b,c433b-73874,1.0,0.0,1.0,4.0,1.0,1,cherry tree
../data/outputs/test1/activity2b/c433b-74844.jpg,bookleta,activity2b,c433b-74844,1.0,1.0,2.0,5.0,2.0,1,camel
../data/outputs/test1/activity2b/c433b-75435.jpg,bookleta,activity2b,c433b-75435,1.0,0.0,3.0,7.0,1.0,0,the birth of spring
../data/outputs/test1/activity2b/c433b-75440.jpg,bookleta,activity2b,c433b-75440,1.0,0.0,0.0,4.0,1.0,0,sling shot
../data/outputs/test1/activity2b/c433b-76472.jpg,bookleta,activity2b,c433b-76472,1.0,1.0,0.0,2.0,1.0,1,window
../data/outputs/test1/activity2b/c433b-76574.jpg,bookleta,activity2b,c433b-76574,1.0,1.0,1.0,8.0,1.0,1,unusual
../data/outputs/test1/activity2b/c6e72-74137.jpg,bookleta,activity2b,c6e72-74137,1.0,1.0,0.0,3.0,0.0,0,
../data/outputs/test1/activity2b/c6e72-74748.jpg,bookleta,activity2b,c6e72-74748,1.0,0.0,2.0,1.0,0.0,1,revenge for troy
../data/outputs/test1/activity2b/c6e72-74881.jpg,bookleta,activity2b,c6e72-74881,1.0,1.0,0.0,0.0,1.0,1,kite
../data/outputs/test1/activity2b/c6e72-75726.jpg,bookleta,activity2b,c6e72-75726,1.0,0.0,0.0,2.0,0.0,1,cactus
../data/outputs/test1/activity2b/cc508-75269.jpg,bookleta,activity2b,cc508-75269,,0.0,0.0,1.0,2.0,0,tree
../data/outputs/test1/activity2b/cc508-76542.jpg,bookleta,activity2b,cc508-76542,1.0,1.0,2.0,3.0,1.0,1,mankinds
../data/outputs/test1/activity2b/cc508-78319.jpg,bookleta,activity2b,cc508-78319,1.0,0.0,0.0,0.0,0.0,0,slingshot
../data/outputs/test1/activity2b/ce6fd-14011.jpg,bookleta,activity2b,ce6fd-14011,,,,,,,
../data/outputs/test1/activity2b/ce6fd-16460.jpg,bookleta,activity2b,ce6fd-16460,,,,,,,
../data/outputs/test1/activity2b/ce6fd-49588.jpg,bookleta,activity2b,ce6fd-49588,1.0,1.0,1.0,0.0,1.0,0,alien invasion
../data/outputs/test1/activity2b/ce6fd-54313.jpg,bookleta,activity2b,ce6fd-54313,1.0,0.0,3.0,10.0,2.0,1,so i took the kids
../data/outputs/test1/activity2b/ce6fd-67081.jpg,bookleta,activity2b,ce6fd-67081,1.0,1.0,1.0,3.0,1.0,1,the apple tree
../data/outputs/test1/activity2b/ce6fd-74872.jpg,bookleta,activity2b,ce6fd-74872,1.0,1.0,1.0,0.0,0.0,0,a tent
../data/outputs/test1/activity2b/ce6fd-75760.jpg,bookleta,activity2b,ce6fd-75760,1.0,0.0,1.0,4.0,0.0,0,fire burn
../data/outputs/test1/activity2b/ce6fd-77207.jpg,bookleta,activity2b,ce6fd-77207,1.0,0.0,2.0,2.0,0.0,0,
../data/outputs/test1/activity2b/ce6fd-77978.jpg,bookleta,activity2b,ce6fd-77978,1.0,1.0,0.0,4.0,1.0,2,kimono
../data/outputs/test1/activity2b/ce6fd-78295.jpg,bookleta,activity2b,ce6fd-78295,,,,,,,timmy was not happy
../data/outputs/test1/activity2b/ce6fd-78483.jpg,bookleta,activity2b,ce6fd-78483,1.0,1.0,0.0,0.0,0.0,0,peace
../data/outputs/test1/activity2b/ce6fd-78726.jpg,bookleta,activity2b,ce6fd-78726,1.0,1.0,1.0,2.0,0.0,0,the coffee
../data/outputs/test1/activity2b/ce6fd-78864.jpg,bookleta,activity2b,ce6fd-78864,1.0,1.0,3.0,7.0,1.0,1,
../data/outputs/test1/activity2b/d5183-67226.jpg,bookleta,activity2b,d5183-67226,,,,,,,letter y
../data/outputs/test1/activity2b/d5183-70338.jpg,bookleta,activity2b,d5183-70338,1.0,0.0,3.0,8.0,2.0,1,
../data/outputs/test1/activity2b/d5183-71277.jpg,bookleta,activity2b,d5183-71277,1.0,0.0,0.0,6.0,2.0,1,
../data/outputs/test1/activity2b/d5183-73791.jpg,bookleta,activity2b,d5183-73791,1.0,1.0,1.0,4.0,2.0,2,stick
../data/outputs/test1/activity2b/d5183-74059.jpg,bookleta,activity2b,d5183-74059,1.0,1.0,2.0,12.0,2.0,2,garden of eden
../data/outputs/test1/activity2b/d5183-74193.jpg,bookleta,activity2b,d5183-74193,1.0,0.0,1.0,2.0,1.0,1,happy tree
../data/outputs/test1/activity2b/d5183-74248.jpg,bookleta,activity2b,d5183-74248,,,,,,,
../data/outputs/test1/activity2b/d5183-74429.jpg,bookleta,activity2b,d5183-74429,1.0,1.0,3.0,12.0,2.0,2,flower vase
../data/outputs/test1/activity2b/d5183-74634.jpg,bookleta,activity2b,d5183-74634,1.0,0.0,2.0,2.0,1.0,1,the hungry tree
../data/outputs/test1/activity2b/d5183-74836.jpg,bookleta,activity2b,d5183-74836,,,,,,,
../data/outputs/test1/activity2b/d5183-75857.jpg,bookleta,activity2b,d5183-75857,1.0,0.0,1.0,3.0,1.0,1,flower dot
../data/outputs/test1/activity2b/d5183-75925.jpg,bookleta,activity2b,d5183-75925,1.0,1.0,0.0,1.0,0.0,1,twigs
../data/outputs/test1/activity2b/d5183-76524.jpg,bookleta,activity2b,d5183-76524,,,,,,,hanging man
../data/outputs/test1/activity2b/d5c10-68972.jpg,bookleta,activity2b,d5c10-68972,1.0,1.0,1.0,3.0,0.0,0,rose
../data/outputs/test1/activity2b/d5c10-70858.jpg,bookleta,activity2b,d5c10-70858,1.0,1.0,0.0,0.0,0.0,0,rod
../data/outputs/test1/activity2b/d5c10-73111.jpg,bookleta,activity2b,d5c10-73111,1.0,0.0,3.0,0.0,0.0,0,kintergarten
../data/outputs/test1/activity2b/d5c10-74025.jpg,bookleta,activity2b,d5c10-74025,1.0,1.0,0.0,1.0,0.0,1,apologize
../data/outputs/test1/activity2b/d5c10-74370.jpg,bookleta,activity2b,d5c10-74370,,,,,,,
../data/outputs/test1/activity2b/d5c10-75191.jpg,bookleta,activity2b,d5c10-75191,1.0,0.0,0.0,0.0,0.0,0,tree
../data/outputs/test1/activity2b/d5c10-75245.jpg,bookleta,activity2b,d5c10-75245,1.0,0.0,0.0,2.0,1.0,1,life
../data/outputs/test1/activity2b/d5c10-76502.jpg,bookleta,activity2b,d5c10-76502,1.0,1.0,0.0,5.0,2.0,2,
../data/outputs/test1/activity2b/d9583-66934.jpg,bookleta,activity2b,d9583-66934,1.0,1.0,3.0,2.0,2.0,1,go light your world
../data/outputs/test1/activity2b/d9583-69730.jpg,bookleta,activity2b,d9583-69730,1.0,0.0,3.0,17.0,0.0,2,go green
../data/outputs/test1/activity2b/d9583-75038.jpg,bookleta,activity2b,d9583-75038,1.0,1.0,0.0,1.0,1.0,2,
../data/outputs/test1/activity2b/d9583-75903.jpg,bookleta,activity2b,d9583-75903,1.0,0.0,3.0,7.0,2.0,1,chillin
../data/outputs/test1/activity2b/d9583-76259.jpg,bookleta,activity2b,d9583-76259,1.0,1.0,0.0,1.0,0.0,1,tent
../data/outputs/test1/activity2b/dbfa7-08011.jpg,bookleta,activity2b,dbfa7-08011,1.0,0.0,1.0,2.0,1.0,0,apple tree
../data/outputs/test1/activity2b/dbfa7-67159.jpg,bookleta,activity2b,dbfa7-67159,1.0,1.0,0.0,0.0,0.0,0,yield
../data/outputs/test1/activity2b/dbfa7-69221.jpg,bookleta,activity2b,dbfa7-69221,1.0,1.0,0.0,0.0,0.0,0,hangman
../data/outputs/test1/activity2b/dbfa7-73294.jpg,bookleta,activity2b,dbfa7-73294,1.0,1.0,2.0,2.0,0.0,0,fruit of labor
../data/outputs/test1/activity2b/dbfa7-77803.jpg,bookleta,activity2b,dbfa7-77803,1.0,0.0,1.0,0.0,1.0,0,lisa the stick
../data/outputs/test1/activity2b/dbfa7-77942.jpg,bookleta,activity2b,dbfa7-77942,,,,,,,
../data/outputs/test1/activity2b/dbfa7-77966.jpg,bookleta,activity2b,dbfa7-77966,1.0,0.0,1.0,,0.0,0,stick people
../data/outputs/test1/activity2b/dbfa7-78120.jpg,bookleta,activity2b,dbfa7-78120,1.0,1.0,0.0,2.0,0.0,0,P
../data/outputs/test1/activity2b/dbfa7-78234.jpg,bookleta,activity2b,dbfa7-78234,,,,,,,
../data/outputs/test1/activity2b/dbfa7-78393.jpg,bookleta,activity2b,dbfa7-78393,1.0,1.0,2.0,2.0,0.0,1,that's the vest
../data/outputs/test1/activity2b/dbfa7-78460.jpg,bookleta,activity2b,dbfa7-78460,1.0,1.0,0.0,3.0,1.0,1,lowrider
../data/outputs/test1/activity2b/dbfa7-78523.jpg,bookleta,activity2b,dbfa7-78523,,,,,,,
../data/outputs/test1/activity2b/dbfa7-79083.jpg,bookleta,activity2b,dbfa7-79083,1.0,0.0,0.0,2.0,1.0,0,nothingness
../data/outputs/test1/activity2b/dbfa7-79095.jpg,bookleta,activity2b,dbfa7-79095,1.0,0.0,2.0,1.0,1.0,0,tony hawk training place
../data/outputs/test1/activity2b/dbfa7-79307.jpg,bookleta,activity2b,dbfa7-79307,,,,,,,
../data/outputs/test1/activity2b/dbfa7-80025.jpg,bookleta,activity2b,dbfa7-80025,1.0,1.0,0.0,0.0,0.0,0,dnx
../data/outputs/test1/activity2b/dbfa7-80132.jpg,bookleta,activity2b,dbfa7-80132,,,,,,,
../data/outputs/test1/activity2b/dee97-51927.jpg,bookleta,activity2b,dee97-51927,1.0,1.0,0.0,0.0,2.0,1,prism
../data/outputs/test1/activity2b/dee97-61601 M.jpg,bookleta,activity2b,dee97-61601 M,1.0,1.0,0.0,5.0,1.0,1,
../data/outputs/test1/activity2b/dee97-61628.jpg,bookleta,activity2b,dee97-61628,1.0,0.0,0.0,3.0,2.0,0,tree
../data/outputs/test1/activity2b/dee97-64546.jpg,bookleta,activity2b,dee97-64546,1.0,1.0,0.0,3.0,1.0,2,circles
../data/outputs/test1/activity2b/dee97-69412 M.jpg,bookleta,activity2b,dee97-69412 M,1.0,0.0,3.0,10.0,2.0,1,make a wish tree
../data/outputs/test1/activity2b/dee97-69433 M.jpg,bookleta,activity2b,dee97-69433 M,1.0,1.0,2.0,5.0,1.0,2,spring time
../data/outputs/test1/activity2b/dee97-71246.jpg,bookleta,activity2b,dee97-71246,1.0,0.0,1.0,2.0,0.0,1,yeeee
../data/outputs/test1/activity2b/dee97-71558 M.jpg,bookleta,activity2b,dee97-71558 M,1.0,1.0,2.0,3.0,1.0,2,the flaming torch
../data/outputs/test1/activity2b/dee97-73321.jpg,bookleta,activity2b,dee97-73321,1.0,1.0,2.0,4.0,1.0,2,fan from egyptian days
../data/outputs/test1/activity2b/dee97-74015 M.jpg,bookleta,activity2b,dee97-74015 M,1.0,1.0,1.0,7.0,1.0,2,flower power
../data/outputs/test1/activity2b/dee97-74768.jpg,bookleta,activity2b,dee97-74768,1.0,1.0,3.0,3.0,2.0,2,the leaf of truth
../data/outputs/test1/activity2b/dee97-7534.jpg,bookleta,activity2b,dee97-7534,1.0,0.0,3.0,9.0,2.0,1,life from the tree
../data/outputs/test1/activity2b/dee97-76132.jpg,bookleta,activity2b,dee97-76132,1.0,0.0,1.0,1.0,0.0,0,the letter y
../data/outputs/test1/activity2b/dee97-76285 M.jpg,bookleta,activity2b,dee97-76285 M,1.0,1.0,0.0,4.0,1.0,1,boy
../data/outputs/test1/activity2b/ea193-72318.jpg,bookleta,activity2b,ea193-72318,1.0,1.0,1.0,2.0,0.0,1,a leaf
../data/outputs/test1/activity2b/ea193-72950.jpg,bookleta,activity2b,ea193-72950,1.0,0.0,0.0,9.0,2.0,1,tree
../data/outputs/test1/activity2b/ea193-74506.jpg,bookleta,activity2b,ea193-74506,1.0,1.0,2.0,2.0,1.0,1,bright light
../data/outputs/test1/activity2b/ea193-74741.jpg,bookleta,activity2b,ea193-74741,1.0,1.0,0.0,6.0,2.0,1,boat
../data/outputs/test1/activity2b/ea193-74745.jpg,bookleta,activity2b,ea193-74745,1.0,0.0,3.0,6.0,1.0,1,tree of life
../data/outputs/test1/activity2b/ea193-74945.jpg,bookleta,activity2b,ea193-74945,1.0,0.0,0.0,3.0,1.0,1,sling shot
../data/outputs/test1/activity2b/ea193-75426.jpg,bookleta,activity2b,ea193-75426,,,,,,,back to front k
../data/outputs/test1/activity2b/ea193-75590.jpg,bookleta,activity2b,ea193-75590,,,,,,,
../data/outputs/test1/activity2b/ea193-75617.jpg,bookleta,activity2b,ea193-75617,1.0,0.0,1.0,11.0,1.0,1,christmas tree
../data/outputs/test1/activity2b/ea193-76893.jpg,bookleta,activity2b,ea193-76893,1.0,0.0,2.0,5.0,2.0,1,fall colors
../data/outputs/test1/activity2b/fd6d5-71624.jpg,bookleta,activity2b,fd6d5-71624,,,0.0,0.0,2.0,1,shirt
../data/outputs/test1/activity2b/fd6d5-73152.jpg,bookleta,activity2b,fd6d5-73152,1.0,0.0,1.0,9.0,,0,strong tree
../data/outputs/test1/activity2b/fd6d5-RD-AM-4811.jpg,bookleta,activity2b,fd6d5-RD-AM-4811,,1.0,1.0,2.0,2.0,1,devining
../data/outputs/test1/activity2b/fd6d5-RD-AR-4811.jpg,bookleta,activity2b,fd6d5-RD-AR-4811,1.0,1.0,0.0,0.0,2.0,1,
../data/outputs/test1/activity2b/fd6d5-RD-FM-4811.jpg,bookleta,activity2b,fd6d5-RD-FM-4811,1.0,1.0,2.0,0.0,2.0,1,two many roads
../data/outputs/test1/activity2b/fd6d5-RD-KW-4811.jpg,bookleta,activity2b,fd6d5-RD-KW-4811,,,,,,,
../data/outputs/test1/activity2b/fd6d5-RD-SL-4811.jpg,bookleta,activity2b,fd6d5-RD-SL-4811,1.0,,,,,,slingshot
../data/outputs/test1/activity2c/060f1-1175.jpg,bookleta,activity2c,060f1-1175,1.0,1.0,2.0,18.0,1.0,2,Kim
../data/outputs/test1/activity2c/060f1-67289.jpg,bookleta,activity2c,060f1-67289,,1.0,0.0,0.0,1.0,2,shrimp
../data/outputs/test1/activity2c/060f1-67290.jpg,bookleta,activity2c,060f1-67290,,1.0,,0.0,2.0,1,leaves fallen
../data/outputs/test1/activity2c/060f1-6799.jpg,bookleta,activity2c,060f1-6799,1.0,1.0,1.0,1.0,2.0,2,Elephant's
../data/outputs/test1/activity2c/060f1-69656.jpg,bookleta,activity2c,060f1-69656,,,,,,,
../data/outputs/test1/activity2c/060f1-70500.jpg,bookleta,activity2c,060f1-70500,1.0,1.0,0.0,3.0,1.0,1,fish
../data/outputs/test1/activity2c/060f1-70647.jpg,bookleta,activity2c,060f1-70647,,1.0,1.0,6.0,2.0,2,resting moon
../data/outputs/test1/activity2c/060f1-70772.jpg,bookleta,activity2c,060f1-70772,1.0,1.0,,3.0,2.0,1,longest
../data/outputs/test1/activity2c/060f1-70773.jpg,bookleta,activity2c,060f1-70773,,1.0,0.0,2.0,,2,echo
../data/outputs/test1/activity2c/060f1-70830.jpg,bookleta,activity2c,060f1-70830,1.0,0.0,2.0,3.0,0.0,2,all seeing eye
../data/outputs/test1/activity2c/060f1-70993.jpg,bookleta,activity2c,060f1-70993,1.0,1.0,0.0,0.0,2.0,1,hair dryer
../data/outputs/test1/activity2c/060f1-71225.jpg,bookleta,activity2c,060f1-71225,,0.0,1.0,2.0,1.0,2,
../data/outputs/test1/activity2c/060f1-71293.jpg,bookleta,activity2c,060f1-71293,1.0,1.0,,0.0,,0,babys still
../data/outputs/test1/activity2c/060f1-72166.jpg,bookleta,activity2c,060f1-72166,1.0,,,,2.0,,worms
../data/outputs/test1/activity2c/060f1-72597.jpg,bookleta,activity2c,060f1-72597,1.0,1.0,0.0,0.0,2.0,1,bristle worm
../data/outputs/test1/activity2c/060f1-73380.jpg,bookleta,activity2c,060f1-73380,1.0,1.0,1.0,1.0,0.0,1,empty christmas sock
../data/outputs/test1/activity2c/060f1-9138.jpg,bookleta,activity2c,060f1-9138,1.0,1.0,3.0,3.0,2.0,2,bright
../data/outputs/test1/activity2c/060f1-RD-SG-4711.jpg,bookleta,activity2c,060f1-RD-SG-4711,,,,,,,
../data/outputs/test1/activity2c/08d53-74137.jpg,bookleta,activity2c,08d53-74137,1.0,1.0,0.0,2.0,0.0,0,leaf
../data/outputs/test1/activity2c/08d53-74370.jpg,bookleta,activity2c,08d53-74370,1.0,1.0,0.0,2.0,2.0,0,
../data/outputs/test1/activity2c/08d53-74881.jpg,bookleta,activity2c,08d53-74881,1.0,1.0,3.0,,0.0,0,connections
../data/outputs/test1/activity2c/08d53-75726.jpg,bookleta,activity2c,08d53-75726,1.0,1.0,0.0,2.0,0.0,0,bananas
../data/outputs/test1/activity2c/20479-35088.jpg,bookleta,activity2c,20479-35088,1.0,1.0,2.0,1.0,1.0,2,party time
../data/outputs/test1/activity2c/20479-50312.jpg,bookleta,activity2c,20479-50312,,0.0,0.0,4.0,2.0,1,fish
../data/outputs/test1/activity2c/20479-66051.jpg,bookleta,activity2c,20479-66051,1.0,,0.0,2.0,,1,flowers
../data/outputs/test1/activity2c/20479-70510.jpg,bookleta,activity2c,20479-70510,,,1.0,5.0,1.0,2,kawaii
../data/outputs/test1/activity2c/20479-73423.jpg,bookleta,activity2c,20479-73423,,,,,,,
../data/outputs/test1/activity2c/20479-73676.jpg,bookleta,activity2c,20479-73676,,1.0,1.0,2.0,2.0,1,little st. thomas
../data/outputs/test1/activity2c/214b9-65960.jpg,bookleta,activity2c,214b9-65960,1.0,1.0,1.0,4.0,1.0,2,lemon wedge
../data/outputs/test1/activity2c/214b9-67200.jpg,bookleta,activity2c,214b9-67200,,,,,,,
../data/outputs/test1/activity2c/214b9-70686.jpg,bookleta,activity2c,214b9-70686,1.0,1.0,0.0,1.0,1.0,2,
../data/outputs/test1/activity2c/214b9-71565.jpg,bookleta,activity2c,214b9-71565,1.0,1.0,1.0,3.0,2.0,2,paper flying
../data/outputs/test1/activity2c/214b9-71584.jpg,bookleta,activity2c,214b9-71584,1.0,1.0,1.0,1.0,1.0,2,soundwave
../data/outputs/test1/activity2c/214b9-72632.jpg,bookleta,activity2c,214b9-72632,1.0,1.0,1.0,10.0,2.0,2,my garden
../data/outputs/test1/activity2c/214b9-75037.jpg,bookleta,activity2c,214b9-75037,1.0,1.0,0.0,4.0,2.0,2,swing
../data/outputs/test1/activity2c/214b9-75098.jpg,bookleta,activity2c,214b9-75098,1.0,1.0,3.0,2.0,1.0,2,raising the
../data/outputs/test1/activity2c/214b9-75497.jpg,bookleta,activity2c,214b9-75497,,,,,,,
../data/outputs/test1/activity2c/214b9-75575-Score Sheet-NO ID.jpg,bookleta,activity2c,214b9-75575-Score Sheet-NO ID,,,,,,,
../data/outputs/test1/activity2c/214b9-75900.jpg,bookleta,activity2c,214b9-75900,1.0,1.0,0.0,2.0,1.0,2,eyes
../data/outputs/test1/activity2c/21ac7-27262.jpg,bookleta,activity2c,21ac7-27262,1.0,1.0,3.0,12.0,2.0,2,race to death
../data/outputs/test1/activity2c/21ac7-62874.jpg,bookleta,activity2c,21ac7-62874,1.0,1.0,3.0,6.0,1.0,2,
../data/outputs/test1/activity2c/21ac7-74346.jpg,bookleta,activity2c,21ac7-74346,1.0,1.0,0.0,6.0,2.0,2,bananas
../data/outputs/test1/activity2c/21ac7-74478.jpg,bookleta,activity2c,21ac7-74478,1.0,1.0,0.0,2.0,1.0,1,banana
../data/outputs/test1/activity2c/21ac7-74688.jpg,bookleta,activity2c,21ac7-74688,,,,,,,
../data/outputs/test1/activity2c/21ac7-75119.jpg,bookleta,activity2c,21ac7-75119,1.0,1.0,0.0,5.0,2.0,1,sythe
../data/outputs/test1/activity2c/21ac7-75911.jpg,bookleta,activity2c,21ac7-75911,1.0,1.0,1.0,2.0,0.0,1,flying carpet
../data/outputs/test1/activity2c/21e0e-66530.jpg,bookleta,activity2c,21e0e-66530,1.0,1.0,2.0,2.0,2.0,1,a feather-like fern
../data/outputs/test1/activity2c/21e0e-71234.jpg,bookleta,activity2c,21e0e-71234,1.0,,,,,,
../data/outputs/test1/activity2c/21e0e-74411.jpg,bookleta,activity2c,21e0e-74411,,,,,,,
../data/outputs/test1/activity2c/21e0e-74432.jpg,bookleta,activity2c,21e0e-74432,,1.0,0.0,0.0,1.0,1,bananna
../data/outputs/test1/activity2c/21e0e-75615.jpg,bookleta,activity2c,21e0e-75615,1.0,0.0,1.0,1.0,1.0,1,letter 5
../data/outputs/test1/activity2c/21e0e-76346.jpg,bookleta,activity2c,21e0e-76346,1.0,1.0,1.0,3.0,1.0,1,biten donut
../data/outputs/test1/activity2c/21e0e-76440.jpg,bookleta,activity2c,21e0e-76440,1.0,0.0,0.0,1.0,2.0,0,foot
../data/outputs/test1/activity2c/21e0e-76485.jpg,bookleta,activity2c,21e0e-76485,1.0,1.0,1.0,2.0,2.0,1,grammer
../data/outputs/test1/activity2c/21e0e-76767.jpg,bookleta,activity2c,21e0e-76767,1.0,0.0,0.0,0.0,1.0,0,crop
../data/outputs/test1/activity2c/21e0e-76888.jpg,bookleta,activity2c,21e0e-76888,1.0,1.0,2.0,4.0,1.0,1,agriculture knife
../data/outputs/test1/activity2c/21e0e-76948.jpg,bookleta,activity2c,21e0e-76948,1.0,1.0,1.0,3.0,2.0,1,a sea eel
../data/outputs/test1/activity2c/2953c-0218.jpg,bookleta,activity2c,2953c-0218,1.0,1.0,0.0,0.0,2.0,2,candy canes
../data/outputs/test1/activity2c/2953c-68225.jpg,bookleta,activity2c,2953c-68225,1.0,1.0,1.0,6.0,2.0,2,the road to 
../data/outputs/test1/activity2c/2953c-69812.jpg,bookleta,activity2c,2953c-69812,1.0,,0.0,4.0,0.0,2,toaster
../data/outputs/test1/activity2c/2953c-71101.jpg,bookleta,activity2c,2953c-71101,1.0,1.0,2.0,3.0,0.0,2,pointing down at me
../data/outputs/test1/activity2c/2953c-71246.jpg,bookleta,activity2c,2953c-71246,,1.0,2.0,5.0,1.0,1,no no!
../data/outputs/test1/activity2c/2953c-71495.jpg,bookleta,activity2c,2953c-71495,,,1.0,2.0,,2,eye see you 
../data/outputs/test1/activity2c/2953c-71581.jpg,bookleta,activity2c,2953c-71581,,,0.0,2.0,1.0,,moon
../data/outputs/test1/activity2c/2953c-71792.jpg,bookleta,activity2c,2953c-71792,1.0,0.0,0.0,1.0,2.0,0,bc
../data/outputs/test1/activity2c/2953c-72558.jpg,bookleta,activity2c,2953c-72558,1.0,,1.0,2.0,1.0,2,swing pool
../data/outputs/test1/activity2c/2953c-72841.jpg,bookleta,activity2c,2953c-72841,,,3.0,,,,beginnings of a misquote
../data/outputs/test1/activity2c/326d8-71453.jpg,bookleta,activity2c,326d8-71453,,,,,,,
../data/outputs/test1/activity2c/326d8-71988.jpg,bookleta,activity2c,326d8-71988,1.0,1.0,2.0,2.0,2.0,,
../data/outputs/test1/activity2c/326d8-74312.jpg,bookleta,activity2c,326d8-74312,1.0,0.0,1.0,7.0,2.0,1,long live
../data/outputs/test1/activity2c/326d8-74913.jpg,bookleta,activity2c,326d8-74913,1.0,1.0,0.0,3.0,2.0,1,cheese
../data/outputs/test1/activity2c/326d8-75525.jpg,bookleta,activity2c,326d8-75525,1.0,,0.0,4.0,2.0,1,furnance
../data/outputs/test1/activity2c/326d8-76726.jpg,bookleta,activity2c,326d8-76726,1.0,1.0,0.0,1.0,1.0,1,
../data/outputs/test1/activity2c/326d8-Redacted_04-12-12 A.jpg,bookleta,activity2c,326d8-Redacted_04-12-12 A,1.0,1.0,0.0,0.0,1.0,1,big foot
../data/outputs/test1/activity2c/39dc2-66910.jpg,bookleta,activity2c,39dc2-66910,1.0,1.0,0.0,0.0,0.0,0,jar
../data/outputs/test1/activity2c/39dc2-70689.jpg,bookleta,activity2c,39dc2-70689,,,,,,,
../data/outputs/test1/activity2c/39dc2-70737.jpg,bookleta,activity2c,39dc2-70737,1.0,1.0,3.0,4.0,0.0,1,fish are friends
../data/outputs/test1/activity2c/39dc2-72516.jpg,bookleta,activity2c,39dc2-72516,1.0,1.0,2.0,0.0,0.0,0,an unusual bench
